query_id,doc_id,total_nnz,unused_nnz,unused_pct
0,8303217,56,51,91.07
0,6232501,66,55,83.33
0,4530680,75,61,81.33
0,4928042,71,62,87.32
0,1761512,50,39,78.00
0,2371712,72,62,86.11
0,5849190,67,54,80.60
0,3754045,68,57,83.82
0,4381874,47,37,78.72
0,7922524,53,44,83.02
0,6322317,70,55,78.57
0,593219,65,57,87.69
0,3896266,90,78,86.67
0,6103119,76,66,86.84
0,4895473,56,45,80.36
0,3796433,53,44,83.02
0,4147964,79,67,84.81
0,1479371,65,58,89.23
0,8699643,81,75,92.59
0,5454567,53,46,86.79
0,7765579,69,62,89.86
0,4665280,52,42,80.77
0,9101,66,55,83.33
0,4932871,57,46,80.70
0,2772627,72,57,79.17
0,3320154,76,69,90.79
0,3462475,70,62,88.57
0,7919675,79,75,94.94
0,3467329,69,59,85.51
0,3052152,71,61,85.92
0,6661022,54,49,90.74
0,6059984,81,79,97.53
0,1294003,52,37,71.15
0,147393,87,81,93.10
0,4025516,48,38,79.17
0,3888225,84,73,86.90
0,656100,80,77,96.25
0,4581244,60,54,90.00
0,4438868,82,75,91.46
0,6192936,104,96,92.31
0,2594615,75,74,98.67
0,5819424,49,48,97.96
0,4806641,33,31,93.94
0,2666055,62,59,95.16
0,4420280,59,53,89.83
0,4970597,52,43,82.69
0,5017417,47,44,93.62
0,2399774,69,64,92.75
0,3381986,84,76,90.48
0,2232957,75,72,96.00
0,3389440,71,64,90.14
0,8454605,74,66,89.19
0,7748780,68,65,95.59
0,2219388,83,79,95.18
0,6111452,66,60,90.91
0,4722588,58,55,94.83
0,7284917,52,46,88.46
0,20104,77,71,92.21
0,3760578,66,60,90.91
0,2394,68,66,97.06
0,3067022,73,63,86.30
0,5689549,83,76,91.57
0,2245461,65,59,90.77
0,3895057,53,51,96.23
0,7840602,91,88,96.70
0,3479662,53,43,81.13
0,4504073,65,57,87.69
0,7536847,61,50,81.97
0,847551,67,56,83.58
0,8813664,93,85,91.40
0,7868360,73,61,83.56
0,6938684,55,45,81.82
0,7283485,59,49,83.05
0,6243017,69,59,85.51
0,6565040,64,54,84.38
0,3669453,75,65,86.67
0,7243271,46,34,73.91
0,797894,81,66,81.48
0,3479664,55,43,78.18
0,2948266,72,58,80.56
0,3625802,64,52,81.25
0,4789974,62,50,80.65
0,7683504,64,54,84.38
0,7282579,60,54,90.00
0,5808915,91,78,85.71
0,761162,48,40,83.33
0,3208966,53,40,75.47
0,8223599,45,37,82.22
0,4287245,73,60,82.19
0,4101819,44,30,68.18
0,6400426,66,51,77.27
0,2967545,63,53,84.13
0,6094857,67,55,82.09
0,7258332,47,39,82.98
0,450924,69,58,84.06
0,6423827,59,47,79.66
0,2484209,57,50,87.72
0,6512364,52,41,78.85
0,5662723,62,54,87.10
0,8727026,52,38,73.08
0,931267,69,58,84.06
0,3415,64,55,85.94
0,6875235,68,56,82.35
0,8720845,70,60,85.71
0,2538969,56,47,83.93
0,1302593,72,64,88.89
0,4646395,66,57,86.36
0,2616084,67,58,86.57
0,7227532,61,50,81.97
0,8548450,64,52,81.25
0,2730836,61,51,83.61
0,3716252,71,70,98.59
0,2256029,73,68,93.15
0,7844580,72,63,87.50
0,3100758,50,39,78.00
0,3390283,54,43,79.63
0,3630189,61,55,90.16
0,8231563,46,41,89.13
0,1428510,70,61,87.14
0,2899835,83,68,81.93
0,2989813,44,38,86.36
0,76636,38,30,78.95
0,2075883,42,36,85.71
0,4446838,46,40,86.96
0,3197052,55,50,90.91
0,6528894,72,67,93.06
0,5547947,33,27,81.82
0,854391,43,38,88.37
0,7545514,61,51,83.61
0,8447999,42,37,88.10
0,5612691,47,42,89.36
0,7076761,58,51,87.93
0,4012745,33,31,93.94
0,3905180,47,41,87.23
0,3457651,33,30,90.91
0,4914742,44,38,86.36
0,6682299,44,40,90.91
0,5545905,35,30,85.71
0,7501451,29,24,82.76
0,833587,44,41,93.18
0,6494244,56,54,96.43
0,1520130,77,75,97.40
0,8293551,41,40,97.56
0,1757457,55,50,90.91
0,4655257,50,46,92.00
0,7560620,52,46,88.46
0,248459,28,23,82.14
0,248462,32,26,81.25
0,1767856,50,45,90.00
0,8255843,44,38,86.36
0,5090721,39,33,84.62
0,8222754,59,57,96.61
0,3607889,62,58,93.55
0,2149219,61,55,90.16
0,8704059,69,64,92.75
0,3059313,74,69,93.24
0,2689703,60,58,96.67
0,320141,56,52,92.86
0,4048924,60,57,95.00
0,3218681,76,69,90.79
0,4569636,75,68,90.67
0,489869,81,71,87.65
0,7891962,65,60,92.31
0,1048525,87,84,96.55
0,5136040,88,85,96.59
0,3761521,61,55,90.16
0,6498259,65,61,93.85
0,6398773,59,56,94.92
0,3187142,57,55,96.49
0,3617749,80,74,92.50
0,8732283,77,70,90.91
0,8182929,71,62,87.32
0,4573437,63,60,95.24
0,4636338,60,53,88.33
0,4314084,79,76,96.20
0,1050421,71,66,92.96
0,2492443,63,61,96.83
0,7785582,86,79,91.86
0,4642644,83,75,90.36
0,4642651,77,70,90.91
0,917913,83,82,98.80
0,2025501,53,49,92.45
0,2025502,69,65,94.20
0,7823606,62,52,83.87
0,3129760,76,71,93.42
0,2713674,86,84,97.67
0,8793362,61,57,93.44
0,8793363,62,57,91.94
0,3686612,73,69,94.52
0,8796007,41,40,97.56
0,8243463,62,58,93.55
0,6323084,72,72,100.00
0,4382793,82,80,97.56
0,5912639,85,82,96.47
0,3697062,62,57,91.94
0,3837722,29,24,82.76
0,7571518,94,93,98.94
0,4670575,70,66,94.29
0,3296620,57,53,92.98
0,4819214,92,88,95.65
0,2757421,74,70,94.59
0,2757422,72,68,94.44
0,3650974,86,77,89.53
0,2695934,60,51,85.00
0,2375062,60,51,85.00
0,2927677,78,71,91.03
0,5598867,76,65,85.53
0,6836390,63,55,87.30
0,5412105,65,57,87.69
0,4721583,58,51,87.93
0,4032307,60,53,88.33
0,7477982,82,70,85.37
0,1271422,54,45,83.33
0,4310222,78,72,92.31
0,3919754,48,41,85.42
0,2835198,78,72,92.31
0,3931111,61,52,85.25
0,4501229,67,61,91.04
0,7792644,54,44,81.48
0,4442851,66,56,84.85
0,7078,80,72,90.00
0,1836213,67,60,89.55
0,5047780,53,46,86.79
0,6582702,48,44,91.67
0,6719612,67,60,89.55
0,8231717,58,47,81.03
0,4644665,87,80,91.95
0,6031341,54,48,88.89
0,5476098,49,40,81.63
0,2438321,63,55,87.30
0,2853620,80,70,87.50
0,2857202,67,58,86.57
0,2444284,63,51,80.95
0,7833806,57,47,82.46
0,6187770,60,46,76.67
0,1902602,76,65,85.53
0,5214740,79,78,98.73
0,5638115,69,62,89.86
0,3974409,57,53,92.98
0,5501315,60,50,83.33
0,3980067,54,44,81.48
0,5224572,58,52,89.66
0,8820887,72,63,87.50
0,3990697,58,45,77.59
0,7308587,61,56,91.80
0,3859435,76,66,86.84
0,2753515,81,72,88.89
0,7735498,58,50,86.21
0,7867590,54,45,83.33
0,7867989,64,55,85.94
0,2348043,84,77,91.67
0,1820963,61,52,85.25
0,4213083,60,50,83.33
0,19270,73,64,87.67
0,7259389,52,35,67.31
0,6386109,92,78,84.78
0,2401755,45,35,77.78
0,4714518,57,46,80.70
0,4312390,41,30,73.17
0,6511339,48,34,70.83
0,2504918,91,82,90.11
0,724894,76,68,89.47
0,5152125,79,62,78.48
0,2010846,76,65,85.53
0,8657950,66,53,80.30
0,8263237,34,27,79.41
0,3194456,52,42,80.77
0,7879547,77,68,88.31
0,4152384,53,39,73.58
0,8351901,85,76,89.41
0,8714444,65,49,75.38
0,3269054,82,74,90.24
0,7288793,64,55,85.94
0,7829694,72,60,83.33
0,4012760,80,67,83.75
0,4982823,75,64,85.33
0,5398794,67,56,83.58
0,8224434,76,64,84.21
0,561921,46,36,78.26
0,4889021,72,71,98.61
0,3299338,67,60,89.55
0,3029293,55,41,74.55
0,7042986,64,55,85.94
0,3722432,58,53,91.38
0,4919417,65,56,86.15
0,2731186,61,52,85.25
0,6604392,68,57,83.82
0,4483631,64,52,81.25
0,5299087,67,59,88.06
0,6093519,73,64,87.67
0,5446616,64,56,87.50
0,1526817,69,57,82.61
0,1946534,52,42,80.77
0,2212280,65,55,84.62
0,5334761,80,73,91.25
0,2730733,69,58,84.06
0,3664400,55,49,89.09
0,8660925,103,92,89.32
0,3958208,70,58,82.86
0,6557749,57,45,78.95
0,7285346,59,50,84.75
0,2314970,71,62,87.32
0,5770052,59,49,83.05
0,7258617,69,57,82.61
0,4194887,67,54,80.60
0,7265532,86,76,88.37
0,7283118,57,49,85.96
0,1111618,68,60,88.24
0,3281669,71,62,87.32
0,4084134,61,50,81.97
0,6931787,58,46,79.31
0,5308259,56,45,80.36
0,2545807,53,41,77.36
0,8753707,92,80,86.96
0,2872905,51,39,76.47
0,3841925,71,61,85.92
0,7845135,90,77,85.56
0,3428621,64,54,84.38
0,4257867,56,47,83.93
0,5089255,52,50,96.15
0,5930572,65,57,87.69
0,8820139,57,49,85.96
0,8820143,54,47,87.04
0,5242974,66,56,84.85
0,4552600,61,50,81.97
0,7735496,65,53,81.54
0,3311242,71,60,84.51
0,3727017,40,29,72.50
0,4558001,63,51,80.95
0,8491970,90,79,87.78
0,7814189,39,33,84.62
0,5179479,77,73,94.81
0,7348618,55,46,83.64
0,2701677,67,58,86.57
0,5303935,69,66,95.65
0,5263861,70,68,97.14
0,5023491,59,46,77.97
0,3639973,71,61,85.92
0,8359753,54,49,90.74
0,2228606,83,76,91.57
0,4632907,73,64,87.67
0,5814211,100,98,98.00
0,2774118,70,65,92.86
0,4035576,81,71,87.65
0,7256143,62,58,93.55
0,7515256,62,56,90.32
0,1441410,92,82,89.13
0,5292175,70,66,94.29
0,4866525,80,77,96.25
0,4885643,73,69,94.52
0,4306243,48,45,93.75
0,8781627,66,65,98.48
0,3674607,76,65,85.53
0,3401197,73,69,94.52
0,1055725,77,68,88.31
0,7822480,63,51,80.95
0,2575637,84,82,97.62
0,3131696,85,79,92.94
0,4651892,53,50,94.34
0,3280731,73,66,90.41
0,7284915,82,75,91.46
0,6051455,63,57,90.48
0,6051462,76,67,88.16
0,6468219,74,69,93.24
0,4802837,60,55,91.67
0,2876053,97,95,97.94
0,8816088,64,60,93.75
0,8816091,87,73,83.91
0,8680732,74,67,90.54
0,2879803,50,38,76.00
0,1092154,72,69,95.83
0,1369445,74,73,98.65
0,4408079,71,64,90.14
0,3308098,71,64,90.14
0,3308099,77,68,88.31
0,7869206,83,74,89.16
0,4005362,104,101,97.12
0,5990283,89,88,98.88
0,6553436,70,70,100.00
0,3514493,102,102,100.00
0,3654382,79,79,100.00
0,6360908,71,71,100.00
0,998218,60,59,98.33
0,5737783,47,45,95.74
0,8780597,66,66,100.00
0,7763023,66,66,100.00
0,5437862,71,71,100.00
0,4152421,79,79,100.00
0,3898053,71,69,97.18
0,8741991,92,92,100.00
0,3365207,69,69,100.00
0,3664452,76,76,100.00
0,3870643,52,51,98.08
0,3332380,81,81,100.00
0,3479592,61,61,100.00
0,2240007,58,58,100.00
0,1747895,63,60,95.24
0,7958997,56,56,100.00
0,4650771,95,95,100.00
0,2179612,84,84,100.00
0,1769710,79,79,100.00
0,6197803,79,79,100.00
0,4258982,80,80,100.00
0,4258986,88,88,100.00
0,4258988,114,114,100.00
0,816645,73,73,100.00
0,7307781,85,85,100.00
0,8697472,50,43,86.00
0,8028530,71,71,100.00
0,3593745,68,68,100.00
0,4313078,74,74,100.00
0,5175830,62,62,100.00
0,5565620,82,82,100.00
0,4974273,67,66,98.51
0,8347363,70,69,98.57
0,4197251,68,68,100.00
0,999528,67,67,100.00
0,5744893,72,71,98.61
0,5281324,83,83,100.00
0,4610411,62,58,93.55
0,5422669,80,79,98.75
0,8772035,83,83,100.00
0,1448537,66,66,100.00
0,7509687,89,86,96.63
0,4469337,69,69,100.00
0,2272783,78,77,98.72
0,2917637,81,81,100.00
0,2357895,73,73,100.00
0,1300069,74,74,100.00
0,6162662,54,54,100.00
0,2843793,80,80,100.00
0,5903881,73,73,100.00
0,8523511,74,74,100.00
0,8534300,98,98,100.00
0,8534301,67,67,100.00
0,3426684,88,88,100.00
0,2461305,57,57,100.00
0,3569391,66,66,100.00
0,3018676,82,78,95.12
0,6758118,66,66,100.00
0,3025130,70,70,100.00
0,7455315,49,48,97.96
0,3661071,75,63,84.00
0,5322879,69,53,76.81
0,5949647,72,64,88.89
0,3632293,63,50,79.37
0,917856,62,54,87.10
0,4937788,57,44,77.19
0,5670758,52,39,75.00
0,5974748,84,71,84.52
0,8628083,61,48,78.69
0,407775,80,64,80.00
0,2690370,61,45,73.77
0,5945135,65,52,80.00
0,7272180,54,46,85.19
0,1658244,69,56,81.16
0,1054069,78,64,82.05
0,4283267,56,49,87.50
0,5373236,61,50,81.97
0,4825381,45,43,95.56
0,7263320,63,52,82.54
0,1809415,81,71,87.65
0,3199575,48,39,81.25
0,2362385,95,90,94.74
0,3137416,62,49,79.03
0,6715539,101,90,89.11
0,2111728,48,45,93.75
0,4274105,85,71,83.53
0,4138555,85,76,89.41
0,2348066,79,67,84.81
0,2276899,53,40,75.47
0,2478941,75,61,81.33
0,6756591,54,47,87.04
0,2143520,56,47,83.93
0,72483,68,57,83.82
0,8737270,51,41,80.39
0,8022286,66,55,83.33
0,4344767,69,59,85.51
0,7284597,66,57,86.36
0,5374544,74,63,85.14
0,3597463,55,48,87.27
0,7284479,72,61,84.72
0,3994849,60,51,85.00
0,2637636,85,77,90.59
0,3494644,53,39,73.58
0,4558000,83,71,85.54
0,4447144,55,50,90.91
0,2370612,84,69,82.14
0,8551740,93,85,91.40
0,6582027,82,69,84.15
0,6455847,69,59,85.51
0,6488758,63,53,84.13
0,3739657,61,48,78.69
0,4514586,49,41,83.67
0,4005796,73,67,91.78
0,3833625,60,43,71.67
0,3752984,88,79,89.77
0,5020602,57,46,80.70
0,1296937,58,52,89.66
0,4558007,69,66,95.65
0,5308812,62,55,88.71
0,2487902,70,62,88.57
0,3105258,59,53,89.83
0,1540581,80,69,86.25
0,5040190,73,66,90.41
0,8218496,50,44,88.00
0,2131593,70,62,88.57
0,5664691,68,63,92.65
0,8580816,65,57,87.69
0,4040467,92,84,91.30
0,4322454,56,43,76.79
0,434537,76,65,85.53
0,2978814,66,63,95.45
0,3374999,86,81,94.19
0,5731367,53,51,96.23
0,7628229,70,66,94.29
0,6774138,69,64,92.75
0,7636810,53,43,81.13
0,4314721,66,62,93.94
0,4148638,81,67,82.72
0,2261558,53,40,75.47
0,6432522,59,52,88.14
0,5426207,63,60,95.24
0,2109455,94,88,93.62
0,6579498,77,72,93.51
0,4087472,53,45,84.91
0,5617374,72,62,86.11
0,5617375,74,64,86.49
0,6312405,81,75,92.59
0,4370890,95,88,92.63
0,6596540,40,40,100.00
0,8248589,55,50,90.91
0,8248590,59,53,89.83
0,8248591,48,40,83.33
0,3557826,74,67,90.54
0,3835670,55,51,92.73
0,7838846,63,55,87.30
0,6741372,70,68,97.14
0,7292153,66,61,92.42
0,673723,69,69,100.00
0,2740739,54,50,92.59
0,5373017,69,59,85.51
0,8000213,62,54,87.10
0,7868380,57,48,84.21
0,8697226,45,42,93.33
0,6659153,78,69,88.46
0,3881584,65,60,92.31
0,5597318,72,64,88.89
0,6406441,58,53,91.38
0,8593421,80,78,97.50
0,8319799,58,51,87.93
0,3907430,78,72,92.31
0,1532226,70,67,95.71
0,2682839,65,59,90.77
0,1043388,55,51,92.73
0,2228233,60,56,93.33
0,7810368,34,33,97.06
0,1571622,72,65,90.28
0,757400,82,79,96.34
0,2245458,66,60,90.91
0,6782246,34,26,76.47
0,5546662,64,60,93.75
0,2131590,56,51,91.07
0,6991986,52,51,98.08
0,3686652,79,75,94.94
0,4150407,64,60,93.75
0,4150414,65,60,92.31
0,4973938,68,66,97.06
0,8706961,69,65,94.20
0,15474,57,51,89.47
0,289756,70,66,94.29
0,4162004,80,79,98.75
0,8431993,71,67,94.37
0,3486268,67,66,98.51
0,594446,68,63,92.65
0,7184140,67,67,100.00
0,6228886,75,72,96.00
0,8160093,39,38,97.44
0,4582094,67,67,100.00
0,7740974,57,57,100.00
0,5679583,89,85,95.51
0,3189397,44,42,95.45
0,1806054,86,85,98.84
0,4295717,45,38,84.44
0,7051422,61,60,98.36
0,7875058,53,53,100.00
0,3224945,48,44,91.67
0,6682731,98,91,92.86
0,880517,66,60,90.91
0,4475397,58,51,87.93
0,1176424,88,83,94.32
0,2558268,57,54,94.74
0,1458620,75,71,94.67
0,8230066,57,53,92.98
0,4929673,63,61,96.83
0,4517787,53,50,94.34
0,7287030,56,54,96.43
0,4530377,52,50,96.15
0,3843519,74,71,95.95
0,7865553,51,46,90.20
0,1860879,101,95,94.06
0,1811549,58,51,87.93
0,1035462,73,67,91.78
0,1860873,63,58,92.06
0,7474895,69,60,86.96
0,7688284,79,75,94.94
0,6982081,65,63,96.92
0,2703210,93,89,95.70
0,7192810,78,74,94.87
0,2734995,74,67,90.54
0,4283972,53,46,86.79
0,7460765,43,33,76.74
0,7592431,81,72,88.89
0,6954634,39,35,89.74
0,6954630,41,40,97.56
0,6954631,62,47,75.81
0,2161748,50,45,90.00
0,3819428,66,61,92.42
0,100079,48,42,87.50
0,921383,69,59,85.51
0,7675748,74,64,86.49
0,6110799,68,61,89.71
0,8761426,61,55,90.16
0,5474703,61,56,91.80
0,5089112,81,68,83.95
0,8514013,64,57,89.06
0,2377721,74,67,90.54
0,6981314,55,48,87.27
0,7289925,56,49,87.50
0,2776647,65,61,93.85
0,5148790,110,100,90.91
0,4731551,45,41,91.11
0,5782635,83,76,91.57
0,7718307,45,41,91.11
0,5474171,60,57,95.00
0,1692426,78,66,84.62
0,5371940,57,52,91.23
0,6114305,85,79,92.94
0,2250073,67,56,83.58
0,6976245,73,63,86.30
0,6140723,61,56,91.80
0,7974113,41,39,95.12
0,6138279,63,57,90.48
0,4285092,76,70,92.11
0,3397472,60,56,93.33
0,3493005,83,80,96.39
0,6091084,45,41,91.11
0,967356,66,59,89.39
0,2774443,63,57,90.48
0,6232340,54,50,92.59
0,3471257,69,56,81.16
0,8548478,59,55,93.22
0,862670,80,71,88.75
0,8228145,49,48,97.96
0,2816074,81,71,87.65
0,3944597,35,27,77.14
0,8228449,62,57,91.94
0,3539228,86,74,86.05
0,8676115,63,58,92.06
0,5580709,72,66,91.67
0,6571226,64,61,95.31
0,3400130,106,98,92.45
0,1223325,50,43,86.00
0,4356283,66,64,96.97
0,944853,57,53,92.98
0,895279,82,77,93.90
0,3049686,72,65,90.28
0,3316133,72,62,86.11
0,4161345,90,86,95.56
0,2375693,68,60,88.24
0,5154654,88,76,86.36
0,708681,65,51,78.46
0,4592988,59,50,84.75
0,5269487,54,47,87.04
0,6517264,61,54,88.52
0,5671827,66,53,80.30
0,3457657,54,40,74.07
0,2367624,78,70,89.74
0,6521961,75,66,88.00
0,3182914,65,55,84.62
0,3883701,75,66,88.00
0,3600367,72,63,87.50
0,2252148,58,46,79.31
0,4323803,52,41,78.85
0,3500958,81,74,91.36
0,3322636,78,68,87.18
0,3739779,74,65,87.84
0,1387357,116,111,95.69
0,3630727,70,63,90.00
0,8577807,52,50,96.15
0,4421245,83,74,89.16
0,6801348,61,52,85.25
0,6368536,65,61,93.85
0,2940191,63,59,93.65
0,6910134,65,64,98.46
0,4289930,40,29,72.50
0,1809413,78,68,87.18
0,8159949,88,76,86.36
0,838310,73,63,86.30
0,7485738,54,47,87.04
0,7471486,40,40,100.00
0,4305273,62,60,96.77
0,3641918,77,68,88.31
0,1571780,68,54,79.41
0,5300680,96,91,94.79
0,329086,67,58,86.57
0,6685587,93,88,94.62
0,5860185,80,70,87.50
0,4611354,68,58,85.29
0,4611355,61,46,75.41
0,2677763,83,74,89.16
0,3373917,76,72,94.74
0,6282343,63,61,96.83
0,3123211,52,39,75.00
0,5196471,63,56,88.89
0,4925693,74,62,83.78
0,2716172,66,60,90.91
0,3824745,59,48,81.36
0,8250666,86,81,94.19
0,1637706,77,74,96.10
0,3572810,63,54,85.71
0,3573548,76,66,86.84
0,2607939,61,49,80.33
0,2670171,60,57,95.00
0,5479096,79,72,91.14
0,5455417,83,78,93.98
0,8327603,71,68,95.77
0,3143061,56,53,94.64
0,3379649,83,71,85.54
0,7001636,60,55,91.67
0,481021,73,67,91.78
0,5546076,95,92,96.84
0,2223066,64,58,90.63
0,5296404,65,57,87.69
0,5554623,67,65,97.01
0,4735566,75,70,93.33
0,861543,68,64,94.12
0,4493355,75,72,96.00
0,6784036,57,56,98.25
0,7749858,64,60,93.75
0,7632330,59,52,88.14
0,4310765,65,61,93.85
0,8021933,82,72,87.80
0,8721649,64,58,90.63
0,6790972,54,52,96.30
0,2091035,63,53,84.13
0,1861114,75,73,97.33
0,1448247,62,58,93.55
0,4854945,66,55,83.33
0,1658243,72,65,90.28
0,520988,69,65,94.20
0,4024356,84,73,86.90
0,4904245,68,63,92.65
0,588282,24,24,100.00
0,661063,66,61,92.42
0,4209289,85,80,94.12
0,1178371,26,26,100.00
0,8117073,58,55,94.83
0,7705126,36,35,97.22
0,3432043,69,61,88.41
0,1092101,63,62,98.41
0,5233076,60,55,91.67
0,5233081,73,64,87.67
0,5233083,67,62,92.54
0,2748013,63,59,93.65
0,8148820,67,55,82.09
0,2621239,69,63,91.30
0,4278703,52,50,96.15
0,3040209,54,50,92.59
0,8297072,53,51,96.23
0,4978492,49,48,97.96
0,1386242,47,47,100.00
0,2492607,64,59,92.19
0,8019337,56,55,98.21
0,414801,83,82,98.80
0,8293550,43,42,97.67
0,2768796,45,45,100.00
0,5394570,53,53,100.00
0,1941496,53,53,100.00
0,7876215,32,31,96.88
0,6912145,83,77,92.77
0,1391127,61,61,100.00
0,6641512,38,35,92.11
0,4154569,79,74,93.67
0,2635554,52,51,98.08
0,3881804,59,58,98.31
0,3883272,39,39,100.00
0,995093,44,43,97.73
0,1410064,40,40,100.00
0,5416850,43,42,97.67
0,7215060,38,38,100.00
0,42547,42,42,100.00
0,7525751,42,41,97.62
0,8808629,47,46,97.87
0,1782372,49,49,100.00
0,4319623,78,70,89.74
0,3881586,73,60,82.19
0,7359773,75,66,88.00
0,7333605,59,53,89.83
0,2651515,64,60,93.75
0,5707373,69,57,82.61
0,3219597,62,55,88.71
0,3348117,60,54,90.00
0,8610889,76,69,90.79
0,3079430,68,64,94.12
0,1561671,60,55,91.67
0,2273503,84,83,98.81
0,1860880,55,51,92.73
0,354986,87,83,95.40
0,7813053,59,53,89.83
0,1379454,59,55,93.22
0,3504082,44,33,75.00
0,6373770,37,29,78.38
0,8723753,89,86,96.63
0,1130385,78,64,82.05
0,8600050,65,65,100.00
0,5542948,78,68,87.18
0,8569383,63,55,87.30
0,7777904,56,54,96.43
0,7498563,63,56,88.89
0,2902455,81,76,93.83
0,4148728,74,66,89.19
0,1977711,113,109,96.46
0,8580811,89,73,82.02
0,6514186,80,76,95.00
0,5273247,71,61,85.92
0,8746336,77,69,89.61
0,8191804,66,61,92.42
0,3067753,99,88,88.89
0,1698073,72,67,93.06
0,2352361,64,62,96.88
0,2400082,54,48,88.89
0,3233114,86,74,86.05
0,2545709,58,50,86.21
0,1174511,78,68,87.18
0,8218293,64,52,81.25
0,5321826,80,73,91.25
0,6845579,64,63,98.44
0,8781427,57,48,84.21
0,3533884,89,85,95.51
0,223816,69,54,78.26
0,5472543,55,54,98.18
0,1745944,66,56,84.85
0,1745945,55,45,81.82
0,1745946,84,73,86.90
0,8650885,86,85,98.84
0,5621112,77,67,87.01
0,3129708,56,50,89.29
0,3129714,56,50,89.29
0,1897515,79,71,89.87
0,6329894,104,100,96.15
0,8254273,32,31,96.88
0,3709977,71,61,85.92
0,8820890,45,32,71.11
0,4820852,57,53,92.98
0,7304867,74,63,85.14
0,7304870,50,40,80.00
0,4002046,57,51,89.47
0,4002047,53,44,83.02
0,8697479,69,62,89.86
0,2215831,57,56,98.25
0,4170698,56,53,94.64
0,5408627,109,108,99.08
0,29163,64,64,100.00
0,1564291,58,58,100.00
0,3730580,74,74,100.00
0,4043731,79,73,92.41
0,8339932,60,51,85.00
0,8056809,70,64,91.43
0,5527595,56,56,100.00
0,3791260,33,33,100.00
0,991700,54,51,94.44
0,33083,54,52,96.30
0,4758772,59,55,93.22
0,8032813,59,52,88.14
0,2511106,75,70,93.33
0,8626405,55,53,96.36
0,7619448,33,31,93.94
0,7746200,53,53,100.00
0,5702562,43,43,100.00
0,5294159,61,60,98.36
0,5987896,74,74,100.00
0,5175389,66,66,100.00
0,6151035,45,45,100.00
0,6736741,47,42,89.36
0,8403419,26,26,100.00
0,2639843,62,52,83.87
0,2639840,92,82,89.13
0,2639835,65,51,78.46
0,2639834,50,37,74.00
0,3027004,58,52,89.66
0,7965386,62,54,87.10
0,4786744,83,71,85.54
0,734421,79,77,97.47
0,5192241,72,66,91.67
0,8731800,99,90,90.91
0,3076360,89,83,93.26
0,7892803,72,65,90.28
0,3020054,82,77,93.90
0,3881876,76,71,93.42
0,4626574,86,83,96.51
0,6121346,80,80,100.00
0,3754093,67,53,79.10
0,8222646,60,44,73.33
0,3460356,52,46,88.46
0,4072951,71,69,97.18
0,4718577,83,77,92.77
0,1322876,70,64,91.43
0,5055496,64,58,90.63
0,8431264,80,75,93.75
0,5617582,69,61,88.41
0,4807629,73,63,86.30
0,1465765,73,59,80.82
0,2992575,102,92,90.20
0,8723077,63,54,85.71
0,7244050,70,59,84.29
0,3383720,66,63,95.45
0,4159526,68,56,82.35
0,2718887,75,65,86.67
0,2081859,87,74,85.06
0,6248627,98,88,89.80
0,5640245,49,43,87.76
0,8115827,55,55,100.00
0,463031,74,59,79.73
0,3072591,72,60,83.33
0,6360240,82,82,100.00
0,6824853,66,66,100.00
0,3064656,82,73,89.02
0,4143448,94,89,94.68
0,1194090,87,77,88.51
0,7762213,74,63,85.14
0,6506932,82,72,87.80
0,1897507,86,77,89.53
0,6133495,79,70,88.61
0,8769177,60,51,85.00
0,2806132,85,80,94.12
0,5396700,70,63,90.00
0,2845937,99,96,96.97
0,6123993,70,70,100.00
0,2254104,102,86,84.31
0,4236252,70,61,87.14
0,8608150,79,74,93.67
0,5418470,88,75,85.23
0,517281,56,48,85.71
0,7017866,63,60,95.24
0,4723287,60,57,95.00
0,7919640,78,67,85.90
0,3356847,54,51,94.44
0,1429826,65,63,96.92
0,5972876,43,40,93.02
0,5981517,54,53,98.15
0,4152383,68,60,88.24
0,6513693,53,49,92.45
0,1710817,68,63,92.65
0,2385669,42,40,95.24
0,695426,66,62,93.94
0,3366772,53,52,98.11
0,7907350,70,67,95.71
0,6809299,92,85,92.39
0,5693889,52,49,94.23
0,5282891,56,50,89.29
0,7232694,64,60,93.75
0,1393407,61,56,91.80
0,7651172,52,50,96.15
0,7789551,68,65,95.59
0,2684855,70,63,90.00
0,5177997,60,59,98.33
0,5178006,55,54,98.18
0,2419868,55,50,90.91
0,6981147,46,46,100.00
0,1043393,48,43,89.58
0,8640601,73,69,94.52
0,8224749,65,61,93.85
0,1617939,39,33,84.62
0,7286714,69,61,88.41
0,4532018,68,63,92.65
0,2477047,89,83,93.26
0,5250187,41,37,90.24
0,1136084,43,43,100.00
0,6779957,41,41,100.00
0,991881,64,63,98.44
0,571981,66,66,100.00
0,2390662,42,42,100.00
0,7336696,60,58,96.67
0,6950038,53,53,100.00
0,5669007,45,44,97.78
0,5815381,44,44,100.00
0,4451728,53,53,100.00
0,2492490,31,31,100.00
0,4878463,49,49,100.00
0,2930849,63,63,100.00
0,1134271,57,57,100.00
0,2077786,62,62,100.00
0,4026731,53,52,98.11
0,3898510,52,52,100.00
0,1270443,65,64,98.46
0,4875609,44,44,100.00
0,5005897,100,100,100.00
0,6397456,69,68,98.55
0,8725188,82,82,100.00
0,1014733,50,50,100.00
0,7921818,68,68,100.00
